NOMBRE_LOCAL,UBICACION
LAS PISCINAS,"Ronda SAN FRANCISCO JAVIER ,8 - Beriáin"
LAS TORRES,"Avenida GALICIA ,5 - As Pontes De García Rodríguez"
LAS TORRES (Pamplona),"San Alberto Magno, 12 -"
LAZARO (Burriana),"VALL D´UIXO, 6 - Borriana"
LBO AVILES (Aviles),"GUTIERREZ HERRERO, 13 -"
LBO BARDENAS (Leganes),"BARDENAS, 3 -"
LBO ORIHUELA (Orihuela),"PINTOR AGRASOT, 25 -"
LBO SAN VICENTE ALCANTARA,"DE BADAJOZ, 72 -"
LEHIZAR (Gernika-Lumo),"DON TELLO KALEA, 28 -"
LEKUBARRI,"ITURRIBIDE ETXETALDEA, 2 -"
LENNON (Cee),"CALZADA, 9 -"
LEVELS,"Calle PONTEVEDRA ,20 - Santa Comba"
LICEO (A Coruña),"Calle Juan Neira, 6 -"
LICEO CASINO DE PONTEVEDRA,"Calle COBIAN ROFFIGNAC ,16 - Pontevedra"
LIRA,"Calle RODRIGUEZ MURIAS ,4 - Ribadeo"
LISTA,"Calle REAL ,31 - O Porto De Corme"
LITTLE GALICIA,"FAUSTINO SANTALICES, 1 -"
LLANO,Calle Las Pozas 36 - San Lorenzo De El Escorial
LLAR DELS JUBILATS I PENSIONISTES (Real De Gandia),"Libertad, 8 - Real De Gandía"
LLAVADOR DE SERGI (Vilamarchante),Calle Cervantes 31 - Vilamarxant
LLIRIA DUC,"Calle DUQUE DE LLIRIA ,114 - Llíria"
LO RAT PUB,"Calle PADRE MENDEZ ,43 - Torrent"
LONDON (Vimianzo),"RUA CASTELAO, 13 - Vimianzo"
LOREA,"Calle USTARROZ ,26 - Pamplona"
LOREA (Donostia-San Sebastian),"TOLOSA, 111 -"
LOREA 6 (Vitoria-Gasteiz),"COLA Y GOITI, 1 -"
LOREN (Puerto De Sagunto),"REINA MARIA CRISTINA, 24 -"
LOREN Y LOLA,"Pi Gros, 7 -"
LORIGA,"PIZARRO, 48 -"
LOS AMIGOS (Valencia),"NICOLAU PRIMITIU GOMEZ SERRANO, 12 - Valencia"
LOS AMIGOS (Valencia),"Calle EMILIO BARO ,52 - Valencia"
LOS ARGENTINOS (Cabo Finisterre),"RUA MANUEL LAGO PAIS, 23 -"
LOS COLEGAS,"Calle SANTO DOMINGO SAVIO ,77 - Valencia"
LOS HELVETAS,"Avenida GALICIA ,42 - Mugardos"
LOS NOGALES (Villanueva De Cameros),"Carretera Nacional 111, Km 8 -"
LOS SERRANO,"BENIDORM, 34 -"
LOS SERRANO (Irun),"CALLE ELCANO, 9 -"
LOUNGE BAR RIVER (Vitoria),"CALLE SERAFIN AJURIA, 6 -"
LUA CHEA (Vilarrodis),ALCALDE MANUEL PLATAS VARELA -
LUDUS (Vitoria-Gasteiz),"REINA SOFIA, 35 -"
LUIS,"Calle PUENTE LA REINA ,19 - Pamplona"
LUMAR,"Escoriaza, 5 - Alcobendas"
LUNA LA (Torrent),"Calle VIRGEN DEL PUIG ,1 - Torrent"
LUNNHA (Valencia),"JOSE CHABAS BORDEHORE, 3 -"
LUSITANO (Vitoria-Gasteiz),"ARTAPADURA, 15 - Vitoria-Gasteiz"
La Chata (Agoncillo),"Calle PORTALES, 7 - Agoncillo"
La Esquina (Trapagaran),"Calle JUAN SEBASTIAN ELCANO ,19 - Trapagaran"
La Lloma - Godella,"Camarena Paralela, 1 -"
La Perla (Vitoria),"DOMINGO BELTRAN, 41 - Astrabudua"
La Posadilla (Portugalete),"Calle GENERAL CASTAÑOS ,21 - Portugalete"
La Rubia (Quart De Poblet),"Azorin, 12 - Quart De Poblet"
La Saleta (Aldaia),"De La Concordia, 5 - Aldaia"
Laino Skate (Bergara),"Calle AMILLAGA ,1 - Bergara"
Lameiras (Ourense),"Eduardo Pondal, 8 - Ourense"
Las Cepas (Sestao),"Calle VICENTE BLASCO IBAÑEZ ,14 - Sestao"
Las Delicias De Concha (Grao De Gandia),"Paseo ROSA DE LOS VIENTOS ,38 - Grau I Platja"
Las Esperanzas (Barakaldo),"Calle ZULOKO ,2 - Barakaldo"
Las Titas (San Cibrao - Cervo),"RUA DO TORNO,9 - Cervo"
Lasede (Santurtzi),"Calle ITSALDE ,20 - Santurtzi"
Leoncio (Ortuella),"El Minero, 24 - Ortuella"
Lobete (Logroño),"CALLE MARQUES DE LA ENSENADA,20 - Logroño"
Los Amigos (Arrubal)_Old,MAYOR 2 - Arrubal
MAC (Ferrol),"AVENIDA MAC-MAHON, 1 -"
MACKLIN S WELCOME IN,"Calle PANTICOSA (C.C. VIA PARK III) ,2 - Orihuela"
MADISON (PONTECESO),"Avenida EDUARDO PONDAL ,51 - Ponteceso"
MADISON (Ribadeo),"Avenida ASTURIAS ,11 - Ribadeo"
MADRID,"VILLALOBOS,145 - Madrid"
MADRID JUEGOS (ALCALA 390),"Calle ALCALA ,390 - Madrid"
MAHATSA (Huarte-Pamplona),"Calle UGARRADIA, 15 -"
MAKALDI (Bilbao),"GRUPO MAKALDI, 2 -"
MALAIKA (Barañain),"AVENIDA COMERCIAL, 6 -"
MALECON DE LA HABANA (PPmplona),MONASTERIO DE ZILBETI 5 -
MALU,"Avenida ENSENYANTS DE LA VILA ,4 - La Vila Joiosa/Villajoyosa"
MANDALA (Curtis),"RAMON ESPIÑEIRA, 2 -"
MANDALA (Novelda),"AUSIAS MARCH, 30 -"
MANDALA (O Burgo),"RUA ANXO SENRA, 13 -"
MANDUCKA,"Calle ANTON AVILES DE TARAMANCOS ,5 - Noia"
MANEIRO,Lugar PEREIRA S/N - Santa Comba
MANUELA,"PALOMA,2 - Soto Del Real"
MAO MAO (Najera),"ESTEBAN MANUEL VILLEGAS, 5 -"
MAR Y LUCAS,"VETERINARIO JOSE CORELLA,9 -"
MARAVILLAS (La Mata),"FRANCIA, 60 -"
MARCILLA,"Calle JAVEA ,7 - Dénia"
MAREM (Silla),"Av. D'Ausiàs March, 7 -"
MARGOT (Vitoria-Gasteiz),"CALLE JOAQUIN COLLAR, 10 -"
MARIA 51,"Calle CALLE MARIA ,51 - Ferrol"
MARINITO,"Calle CANTEIROS ,19 - O Val (Santa Maria A Maior)"
MARIOLOS LOS (Alaquas),"CARRER BAIX SEGURA, 5 -"
MARIQUITO (Fisterra-Sta Maria),"Rúa SANTA CATARINA, 43 -"
MARISCO (Cedeira),"AREA, 15 -"
MARTIN,Calle PEDRO BIDAGOR S/N - Barañáin
MARTY,"Calle LINNEO ,1 - Santa Cristina (Perillo)"
MARUXA,"Calle DOCTOR FLEMING ,4 - Oleiros"
MAS DOS DE MAYO,"Calle DOS DE MAYO ,18 - Móstoles"
MAS QUE LUNAS (Vitoria-Gasteiz),"DONOSTIA-SAN SEBASTIAN, 23 -"
MASTER SHAKER (Pamplona),"VENTURA RODRIGUEZ, 104 -"
MATOGRANDE (Coruña),"SEBASTIAN MARTINEZ RISCO, 5 -"
MAVERICK (Coruña),"AVENIDA DE CASANOVA DE EIRIS, 23 -"
MAYMU (Barakaldo),"LA PAZ, 18 -"
MEDITERRANEO (Valencia),"BRASIL, 2 - Valencia"
MEDUSA (Coruña),"Calle Luis Quintas Goyanes, 8 -"
MEET POINT,"Calle CASTELAO ,6 - O Barco"
MEHARI (Vimianzo),"PRAZA DO CONCELLO, 1 -"
MELIDE,"Calle ETIOPIA-PERILLO ,10 - Perillo (Santa Leocadia)"
MENDI,"Avenida PERIS Y VALERO ,104 - Valencia"
MENPHIS,"Plaza EMIGRANTE ,4 - Silleda"
MENSARY,"EMILIO FERRARI,62 - Madrid"
MERCAT (Nules),CALLE MERCAT 9 - Cullera
MERY PEPIN S (Coruña),"Plaza Fresnos, 3 -"
MESO,"Calle ALTA DEL MAR ,58 - Valencia"
MESON (Almussafes),"Avenida PARALELO ,8 - Almussafes"
MESON BALEA,"RÚA SAN VICENTE, 66 -"
MESON DA ESTRADA (A Estrada),"BENITO VIGO, 33 -"
MESON DO PINO (Ourense),"CARRETERA DE VIGO, 117 -"
MESON OS PORTALES (Carballiño),"RUA ROSALIA DE CASTRO, 5 -"
MESON POLDO (Rua De Valdeorrasa),"VELAZQUEZ, 27 -"
MESTURA (Santa Cecilia - Naron),"AS PONTES, 9 -"
MG,"Plaza PEPITO ARRIOLA ,1 - Betanzos"
MGN (Alicante),"BENITACHELL, 2 - Alacant"
MI CASA,"AV REYES CATOLICOS,41 - Alcalá De Henares"
MI CASA,"CL JUAN CARLOS I,49 - Hoyo De Manzanares"
MI TASCA (Novelda),"AVINGUDA DELS REIS CATOLICS, 76 -"
MICHE (Carnota),"Calle Calvo Sotelo, 2 -"
MIDAS (Picassent),"CARRER VERGE DEL CARMEN, S/N - Valencia"
MIGUEL,"ALBUFERA,37 -"
MIGUEL (Lliria),"Carrer Pla De L´Arc, 83 - San Vicente Del Raspeig"
MILENIUM (Ceuta),"CALLE REAL, 8 -"
MINGUET,"Millares, 1 - Valencia"
MINGUET,"Avda. Alquería De Moret, 19-21 -"
MIRABILE (Galdakao),"OIZMENDI, 3 -"
MIRADOR,"Calle RÚA CAMIÑO DO RÍO ,16 - Malpica"
MIRAMAR,"CL VICENTA PACHON,21 - Madrid"
MIRAVALLES ITURRAMA,"Calle ITURRAMA ,10 - Pamplona"
MIRAVALLES SANCHO EL FUERTE,"Calle SANCHO EL FUERTE ,20 - Pamplona"
MIRELLA,MARELLS 35 -
MIRTHOS,"Avda. Alquería De Moret, 19-21 -"
MISION IMPOSIBLE (Tudela),"FUENTE CANONIGOS, 5 -"
MOKAFE (Villajoyosa),"RAMON Y CAJAL, 14 -"
MOLINO (Arganda Del Rey),"Real, 100 - Alcobendas"
MOLINO (Valencia),"Arquitecto Rodriguez, 63 -"
MOLINO IV,"Carrer Valencia, 8 -"
MOLLY MALONE (Alicante),"CALLE ANA NAVARRO, 42 - Alacant"
MOLY,"Calle RIBERA, LA ,4 - Lodosa"
MONTECARLO,"Calle DIEGO PAZOS ,1 - Sarria"
MONTREAL_Old,"Calle SANTA MARIA DE LA CABEZA ,6 - Crevillent"
MOON,"Calle De La Estación, 2 -"
MORENO (Picassent),"Calle SAN JOSE ,84 - Picassent"
MORETI (Valencia),"ALBACETE, 27 - Valencia"
MORSA,"Avenida PORTUGAL ,60 - Rábade"
MOSSET (Valencia),"RAFAEL CORT, 16 -"
MOTABARRI (Goyerri - Erandio),"LEIOA-UNBE ERREPIDEA, 32 -"
MUGA TABERNA (Renteria),"Avenida NAVARRA, 59 -"
MULLIGAN S COMPANY (Leioa),"IPARRAGUIRRE ETORBIDEA ,2 -"
MUNDO TORTA,"CL ALBUFERA,11 - Fuenlabrada"
MUNTENIA ROJO Y NEGRO,"Calle MAGDALENA ,105 - Castelló De La Plana"
Magna Casino,"Avenida Lagunas De Ruidera, 2 - Ciudad Real"
Magna Casino Albacete,"GABRIEL LODARES, 4 -"
Maite (Sestao),"Txabarri, 75 - Sestao"
Manolo (Vigo),"Calle TOMÁS PAREDES,25 - Vigo"
Maria (Nules),"Diagonal, 5 - Nules"
Matrioska (Barcala A (Cambre)),"Calle RIO BREXO URB A BARCALA,5 - Cambre"
Mazantini (Deba),"Calle SOKAIN ,7 - Deba"
Milenio (Baños De Rio Tobia),"Plaza Ayuntamiento, 2 - Baños De Río Tobia"
Millenium 2001 (Vitoria-Gasteiz),"Castillo Lantaron, 2 - Vitoria-Gasteiz"
Mirador (Logroño),"GENERAL URRUTIA,18 - Logroño"
Money Money,"Reyes Huertas, 1 - Badajoz"
Morales (Barrio Rincon Olivedo - Las Casas),"Calle IGEA, 20 - Rincón De Olivedo"
Mortimedia_API,-
Muvi (Bilbao),"Barrio ALTAMIRA ,25 - Bilbao"
N C M,"Calle MONCADA, 85 - Valencia"
N C M,"Avda. Alquería De Moret, 19-21 -"
NACAR,"CL CACERES, 41 - Madrid"
NACIONAL,"Calle MARAVALL (EDIF. NEW LIFE VI BLOQUE 1) ,29 Pta LOCAL 4 - Benidorm"
NALDOS LOS (Valencia),Carrer De Jesús 14 -
NAMARINOS,"Rua Concello De Sarria, 27 -"
NAVARROS,"Denia, 28 -"
NAYLA (Elche),"FRAY JAIME TORRES, 16 -"
NELO (Picassent),Calle 9 DE OCTUBRE S/N - Picassent
NEWS (Conxo),"PENEDO, 1 -"
NIKOL S (Vitoria-Gasteiz),"Plaza SAN ANTON, 6 -"
NINGURES (Carballiño),"ROSALIA DE CASTRO, 16 -"
NOCHE Y DIA,"CL CEDRO, 7 - Torrejón De Ardoz"
NOGUEIRA (Barakaldo),"LURKIZAGA, 31 -"
NOOR PIZZERIA (PIZZA TAXI - Valencia),"MALVARROSA,55 - Valencia"
NORAY (Vinaroz),"JUAN RIBERA, 9 - Vinaròs"
NORIA LA (Torrent),"CALLE SANT NICOLAU, 2 -"
NOS,"Calle OTERO PEDRAYO ,5 - Tapia (O Burgo)"
NOS AFRICA (Burela),"Avenida ARCADIO PARDIÑAS, 167 -"
NOSA TABERNA (Negreira),"AVENIDA BRAÑAS, S/N -"
NOU BONESTAR,"Avenida ALFAFAR ,1 - Benetússer"
NOU CAFE,"SAN CAYETANO,4 -"
NOU DIANA,"Calle DIEGO FUENTES SERRANO ,26 - Elx"
NOU PELOTARI,"Calle PATERNA ,18 - Benaguasil"
NOVO MILENIO,"Avenida SANTIAGO ,68 - Ourense"
NUESTRO (Vitoria-Gasteiz),"ZABALGANA, 42 -"
NUEVA ESTACION,"Emilio Gonzalez Lopez, 80 -"
NUEVO MUNDIAL 82,"RÚA ALBERTO DATAS PANERO, 12 -"
NUUK,"Calle PORTA COELI ,14 - Valencia"
Nairu (Andoain),"Aita Larramendi Kalea, 28 - Andoain"
Nautae (Viveiro),"CALLE CANTARRANA, 1 -"
Neptuno (Paterna),"Blasco Ibañez, 48 - Paterna"
Next (Donostia-San Sebastian),"Harrobieta, 15 - Donostia"
Nou Cafe (Paterna),Maestro Juan Magal Benzo - Paterna
O ABELLUGU (Oleiros),"AVENIDA DAS MARIÑAS, 40 -"
O ABUELO,"AVENIDA PASTORIZA, 1 -"
O CAMPO,"Ctra. San Ramón, 51 - Moeche"
O CAXUCO (Abelleira - Muros),"CALLE TAL DE ARRIBA, 4 -"
O CENTRO (Perlio),"AVENIDA DEL MAR, 31 -"
O COLADOR,"Avenida DE LA CORUÑA ,37 - As Pontes De García Rodríguez"
O CRISTALLO (Ourense),"RÚA NUÑO DE OUSENDE, 3 -"
O CRUCEIRO (Vilar De Astres),"Calle VILAR DAS TRES, 17 -"
O CURRO (Muros),"PLAZA CURRO DA PRAZA, 5 -"
O CURRUNCHO (Carballiño O),"RUA PERFECTINO VIEITEZ, 7 -"
O DAVIZ (Cesuras),"RUA ESTACION, 37 -"
O ENCONTRO (Cee),"RUA ESTATUTO DE AUTONOMIA DE GALICIA, 14 -"
O FARO (San Cibrao),"RÚA DAS FIGUEIRAS, 17 -"
O GALEGO (Ferrol),"CALLE NOVA DE CARANZA, 88 -"
O GORRION (Finisterre),"ALCALDE FERNANDEZ, 27 -"
O INDIANO (Ribadeo),"RUA SAN ROQUE, 15 -"
O JAITEIRO (Betanzos),"PASEO MALECON, 12 -"
O Jato,"Calle RIBEIRA DE MAIO ,35 - Esteiro"
O LAGAR,"Avenida ALGECIRAS ,17 - Neda"
O LAR DE KIKE (Fene),"AVENIDA MARQUES DE FIGUEROA, 19 -"
O LERELE (Ferrol),"CALLE DOMINGO GARCIA SABELL, 16 -"
O Lar Da Chousa (Franza),"Calle Francisco Vizoso, 28 -"
O PALCO (Ares),"ÁNGELES, 12 -"
O PETISCO (Ourense),"Avenida ZAMORA ,69 - Ourense"
O PORTO (Porto Do Son),"AVENIDA GALICIA, 30 -"
O POZO,"Avenida GENERALISIMO ,39 - Meira"
O Pereiriña (Ourense),"Cotelma, 1 - Ourense"
O QUENXEIRO (Corcubion),"ANTONIO PORRUA, 15 -"
O Que Faltaba (Arteixo),"Travesía De Arteixo, 94 - Arteixo"
O Que Faltaba (Celanova),"Calle FERNANDEZ LOSADA ,4 - Celanova"
O RECODO DE ANTIA (Laxe),"RÚA ROSALÍA DE CASTRO, 44 -"
O REFUXIO,"Avenida DA ESTACION, 24 - Silleda"
O REFUXIO (Vila De Cruces),"CALLE REBOREDO, 20 -"
O REI DAS TARTAS (Mondoñedo),N-634 KM 586 -
O ROIBEN,"Av. Naturais De Fene, 25 - Fene"
O Rancho (Vilar - Pereira),Lugar VILAR DE ARRIBA A PERREIRA - Santa Comba
O Ryan (Sestao),Calle LOS BAÑOS S/N - Sestao
O TARRO (Pastoriza),"AVENIDA DE CARBALLO, 40 -"
O TRASGO,"Avenida DA MARIÑA ,4 - Cervo"
O VERXEL (A Picota - Mazaricos),"Trece De Abril A Picota, 9 - Mazaricos"
O XANTAR DE PAZOS (Ribadeo),"CARRETERA N-634, KM 558 -"
OASIS (Camariñas),"RUA PINZON, 62 -"
OASIS (Lalin),"ALCALDE FERREIRO, 1 -"
OFFENBACH (A Coruña),"RUA RAMON MARIA ALLER, 3 -"
OLAIZ (Pamplona),"Monte Lacarchela, 2 -"
OLE (Valencia),"Avenida PUERTO ,203 - Valencia"
OLIVERETA,"Calle CASTAN TOBEÑAS ,9 - Valencia"
OLLOKI (Andoain),"GOIKOPLAZA, 6 -"
OLOCAU (Paterna),"MAESTRO JUAN MAGAL BENZO, 9 -"
ONGI ETORRI (Bilbao),"AVILA KALEA, 2 -"
ONGI ETORRI (Irun),"Andrearriaga, 1 -"
ONYXI@,"CL CIRCUNVALACION,70 - Torrejón De Ardoz"
OPERA PRIMA,"JOSE GALVEZ, 7 -"
OPORTO (Orense),"Calle PEÑA TREVINCA ,19 - Ourense"
ORIGEN CAFE (Elda),"RAMON GORGE, 1 - Elda"
ORLEAN S (Ferrol),"RÚA RIO MANDEO, 1 -"
ORLY,"Calle Castillo, 2 - Olite"
ORLY DE LALIN,"Calle PINTOR LAXEIRO ,39 - Lalín"
ORTIZ,"MAESTRO BELLVER,18 -"
OS CODILLOS,"Calle RAFAEL ALBERTI ,38 - A Coruña"
OS CORZOS,"Calle DE LUINTRA ,12 - Luintra"
OSASUNA (Bilbao),"AV. LEHENDAKARI AGUIRRE, 175 -"
OSIRIS,"Avenida BARRAÑA ,51 - Boiro"
OSKARBI (Bilbao),"MADARIAGA, 31 -"
OSPEL,Roncesvalles -
OTXANDA (Vitoria-Gasteiz),"FUNDADORA DE LAS SIERVAS DE JESUS, 27 -"
Okoretegi,"Calle JUAN CARLOS GUERRA ,5 - Arrasate"
Oktoberfest (Bilbao),"Calle SANCHO DE AZPEITIA ,3 - Bilbao"
Ostargi (Artiziniega),"Calle ABAJO ,9 - Artziniega"
PACO ARANGA (Aranga),"N-VI LUGAR LA CASTELLANA, 16 -"
PAIPORTA,"Calle MAESTRO SERRANO ,25 - Paiporta"
PALAS,"Calle NUEVA ,36 - Suera"
PALLOZA,"Calle CONCEPCION ARENAL ,2 - A Coruña"
PANKY,"Calle ARQUITECTO SEGURA LAGO ,8 - Valencia"
PAPORUBIO (A Porta),"PRAZA PORTAL, 10 -"
PAQUITO (Torrent),"XENILLET, 14 -"
PAR 28 (Coruña),"Calle DE LA TORRE, 12 -"
PARADA (Alaquàs),"Av. Blasco Ibáñez, 2 - Alaquàs"
PARADA (Arteixo),"Av. ALCALDE MANUEL PLATAS VARELA, 18 -"
PARADA (Ferrol),"Plaza Praza De España, 25 - Ferrol"
PARADAIS,"Calle LEON SANCHEZ SAEZ ,85 - Elx"
PARADISE 2,"Avenida FINISTERRE ,235 - A Coruña"
PARAISO (Arteixo),Avenida Fisterra - A Baiuca
PARAISO (Valdoviño),"CARRETERA LAGO, VALDOVIÑO, 0 -"
PARAXE (Ferrol),"ARMADA ESPAÑOLA, 31 -"
PARIS,"JACINTO BENAVENTE, 41 - Paterna"
PARIS (Betanzos),"RUA VALDONCEL, 6 -"
PARIS (Ferreira De Panton),Calle OURENSE - Ferreira De Pantón
PARIS (Oza),"Castiñeiro, 1 -"
PARIS (Santa Comba),Lugar VILAR DE ARRIBA-A PEREIRA S/N - Santa Comba
PARIS VI,"Avenida RAMON MENENDEZ PIDAL ,2 - Albacete"
PARLADOIRO (Sanxenxo),"Estrada Po-F, 504, 52 - Sanxenxo"
PARQUE DE CULLERA (Cullera),"PLAZA SANT ISIDRE, 9 -"
PARQUE EL (Valencia),"Albocacer, 20 - Valencia"
PARRILLADA FUENTES (A Coruña),"TRAVESIA DE MEICENDE, 170 -"
PARSLEY (Corella),"SANTIAGO RAMON Y CAJAL, 19 -"
PASARELA (Valencia),"TENOR LAURI VOLPI, 7 -"
PASCUAL,"CL MORATALAZ, 19 - Madrid"
PASCUALETA LA (Paiporta),"ACEQUIA DE FAITANAR, 19 -"
PASO EL (Pobla De Vallbona),"CALLE POETA LLORENTE, 58 -"
PATILLERO (Oleiros),"NEVEDA, 2 -"
PAU,"Plaza ESPERANTO ,1 - Castelló De La Plana"
PAULA (Burjassot),"Calle PINTOR VELAZQUEZ ,12 - Burjassot"
PAYMA (Tales),"Av Monti, 7 - Tales"
PAZO (Pazos De Arriba),"Lugar PAZOS DE ARRIBA, 1 - La Coruña"
PEDGARRE,"Calle DOCTOR GALAN ,4 - Pamplona"
PELOLO SPORT (Foz),"CALLE CORPORACIONES MUNICIPALES, 15 -"
PENSAT I FET (Valencia),"MANUEL ANDRES, 2 -"
PEPE S (Orihuela-Costa),PABLO PICASSO 0001 -
PEPUCHO,"ALCALDE MANUEL PLATAS VARELA, 57 -"
PEQUEÑO LEVANTE (El Verger),"Constitució, 50 - El Verger"
PERDIZ LA (Gandia),"Alfahuir, 8 - Gandia"
PEREDA,"Bravo Murillo, 160 - Alcobendas"
PEREDA (Leganes),Severo Ochoa 3 - Alcobendas
PEREZ,"CL SAN ROQUE,76 - Parla"
PEREZ,"CL CASTILLO,S/N - Torrejón De La Calzada"
PERILLO,"Avenida ROSALIA DE CASTRO ,164 - Barreira (Perillo)"
PERLA 2,"Calle MALECON DE SAN LAZARO ,5 - Noia"
PERNIL EXTREMEÑO,Monleon 2 - Alcobendas
PESCAITO EL (Puerto De Sagunto),"Calle CAMP DE MORVEDRE ,14 - Port De Sagunt"
PETISKOSS (Ourense),"RÚA FEIRA NOVA, 28 -"
PEÑA (Renteria),"AIZPITARTE PASABIDEA, 9 -"
PEÑA MADRIDISTA (Villena),"Calle Escultor Navarro Santafé, 52 -"
PEÑAROL,"Calle ABEN AL ABBAR ,4 - Valencia"
PHOTO KAFE (Tolosa),"CALLE ANTONIO LEKUONA KALEA, 1 -"
PICA (Ribadeo),"SAN ROQUE, 45 -"
PICO FINO,"Ronda OUTEIRO ,418 - A Coruña"
PILAR EL (Torrent),"ARXIPRESTE NAVARRO NOGUEROLES, 15 - Santa Pola"
PILISKY,"Calle ESTRADA ,17 - Cedeira"
PINCHOS SPORT (La Nucia),"LA MARINA BAIXA, 4 -"
PINO (Onda),"METGE JOSE LLIDO, 16 - Onda"
PINOSO,"COLON, 18 (ESQ. C/ CURA GARCIA) -"
PIQUERAS (Valencia),"Avenida PUERTO, DEL ,120 - Valencia"
PIRAMIDE (Elda),"EMERITO MAESTRE, 21 -"
PISCINA LA (San Martín De Valdeiglesias),Travesía Nueva 1 - Alcobendas
PIZZERIA GALEGA (Silleda),"RUA TRASDEZA, 35 -"
PLANETA Ñ,"SOMOSIERRA, 14 -"
PLENO (MARINEDA),"Carretera BAÑOS DE ARTEIXO ,43 - A Coruña"
POLIDEPORTIVO (Murieta),"LOS ESTELARES, 9 -"
POLO,"Calle CALVO SOTELO ,12 - Sarria"
PONTE DOS FRADES,"ESTRADA ZAMORA SANTIAGO, 5 -"
PONTE ROMANA (As Pontes),"AVENIDA DE LUGO, 18 -"
POPPYS,"Calle PAMPLONA ,29 - Pamplona"
PORTO CRISTO,"Porto Cristo,1 - Alcobendas"
PORXETS ELS (Sueca),"SEQUIAL, 1 -"
PREMIUM,"Calle SIGUENZA ,10 - Guadalajara"
PRIMERAN (Lasarte-Oria),"Zumaburu, 11 - Lasarte-Oria"
PROSPERIDAD III,"ROSALES, 94 - Madrid"
PUB DESIERTO (Ponte Do Porto),"GANDARA, 39 -"
PUCHEROS LOS (Vall D Uixo),"ANDALUCIA, 63 -"
PUENTE VALLECAS SALON (Madrid),"Avenida MARTINEZ DE LA RIVA, 16 -"
PUERTA DEL SOL,"Plaza DE ESPAÑA ,28 - A Coruña"
PUERTA DEL SOL (Catarroja),Cuenca 6 - Catarroja
PUERTO BANUS (Elda),"PI Y MARGALL, 19 -"
PUKI’S – PIZZA MIÑO (Miño),"Calle A CARREIRA ,12 - Miño"
PULGUEIRA,"Avenida MARIÑAS ,3 - Sada"
PULPO PIRATA,"Calle TOMAS ORTUÑO ,59 - Benidorm"
PUNTO DE ENCUENTRO,"Calle MUSICO XOSE CASTIÑEIRA ,8 - Lugo"
PUNTO DE ENCUENTRO (Sestao),"IPARRAGUIRRE, 5 -"
PURI,"CL CAFARNAUM, 2 - Parla"
Paco (Ourense),"Rua Do Vinteun, 19 - Ourense"
Pacos (Navarrete),"CRTA. ENTRENA,6 - Navarrete"
Pagoeta (Urretxu),"Ipiñarrieta, 6 - Urretxu"
Paraxe (Ourense),"Xoan Manuel Pinto, 8 - Ourense"
Parking Bus (Ribadeo),"Calle ROSALIA DE CASTRO,S/N - Ribadeo"
Patxi Sanguesa,"Calle SANTIAGO,21 - Sangüesa"
Premium Gasset (Noia),"Malecon De Gasst, 4 - Noia"
Prisma (A Coruña),"Simon Bolivar, 27 - A Coruña"
QUALITY (Sartaguda),Calle CORRALES S/N - Sartaguda
QUESADA (Paterna),"Cid, 15 - Paterna"
RACIN TOAST II (Orihuela-Costa),"LIMON, 19 -"
RACO (Petrer),"PINTOR VICENTE POVEDA, 19 -"
RACONET DE LA PLAÇA,"Plaza PLAZA HORT TALLAT ,4 - Rafelcofer"
RALY,"SEIJO, 176 -"
RAMIL FAISCA,"Avenida SOUTO VIZOSO ,50 - Narón"
RANCHO EL (Burriana),"PEDRO IV, 17 -"
RAVAL LA (Massamagrell),"LA NORIA, 5 -"
REAL,"IRUÑA VELEIA, 27 -"
RENO BARAÑAIN,"Avenida DE BARAÑAIN ,64 - Pamplona"
RENO CILVETI,"Calle MONASTERIO CILVETI ,2 - Pamplona"
RESTAURANTE LA RECETA,"Aizoain, 10 -"
RETABLO,PONTEVEDRA -
RETO,"Calle FONT ,47 - Castelló De Rugat"
REYNO (Corella),"Calle RAMON Y CAJAL,11 - Corella"
RIAL,Lugar EIRON S/N - Eiron
RIAS BAIXAS (Pamplona),"BLAS DE LASERNA, 2 - Pamplona"
RIAZOR HATRICK ( A Coruña),"CALLE MARIA LUISA DURAN MARQUINA, 12 -"
RICHMOND,"Avenida ARENAL ,65 - Xàbia"
RICHMONDS (Valencia),"Carrer Del Dr. Josep Juan Dómine, 4 - Valencia"
RINCON DE FREDDY EL (Benidorm),"URANO, 5 -"
RINCON DE LOIX,"Calle ATMELLA DE MAR ,3 - Benidorm"
RINCON DE NEREA (Valencia),"ALBACETE, 58 -"
RINCON DEL KILLO (Silla),"Espioca, 25 - Silla"
RIO,"Calle DOCTOR ESQUERDO ,176 - Madrid"
RIO DE JANEIRO (Coruña),"RIO DE JANEIRO, 12 -"
RIO DO POZO (Castro Naron),"Gonzalo Navarro, 153 -"
RIO LOR (Coruña),Ronda De Monte Alto 12 -
RIOMAR (Mugardos),"AVENIDA DEL SEIJO, 75 -"
RISCO,"Calle BLANCO RAJOY ,58 - Vimianzo"
RIVOLI,"Calle GOMEZ ZAMALLOA - ESQ CALLE PLA Y CANCELA ,9 - A Coruña"
ROBERANGELO,"CL EMPERATRIZ ISABEL, 1 - Madrid"
ROBLEDO (A Coruña),"RUA EUROPA, 9 -"
ROCAFULL,"Calle CANONIGO ROCAFULL ,4 - Valencia"
